vehicle_age_years,mileage_km,brand_tier,accident_count,service_history,ownership_count,vehicle_color,feature_package,market_demand,fuel_type,transmission,body_type,resale_value_usd
13.0,219666.0923991745,Luxury,2.0,Partial,4.0,Black,Base,High,Electric,Automatic,SUV,41782.517982906895
,76060.85543775199,Budget,0.0,None,4.0,Other,Luxury,Medium,Electric,Automatic,Truck,64017.032799498746
,103847.7769513845,Luxury,0.0,,4.0,Red,Mid,Medium,Hybrid,Automatic,Sedan,23607.78286022222
1.0,201884.55110108957,Mainstream,0.0,Partial,2.0,Red,Premium,High,Electric,Manual,SUV,31607.738041190212
9.0,161061.8243322964,Budget,1.0,Complete,2.0,Red,Mid,High,Petrol,Automatic,Coupe,56049.17992515729
18.0,80613.85751353619,Luxury,0.0,Partial,2.0,Silver,Mid,Low,Diesel,Manual,Truck,79456.72805782639
11.0,60222.78222553687,Mainstream,1.0,None,3.0,Black,Base,High,Hybrid,Automatic,,72621.07132337701
14.0,239640.03993409453,Budget,2.0,None,1.0,Red,Base,,Hybrid,Manual,SUV,43103.5171801478
2.0,26505.20845273877,Mainstream,0.0,Complete,,Blue,Base,Medium,Diesel,Manual,Coupe,55201.94178172926
11.0,6062.101609288613,Mainstream,0.0,Partial,1.0,Black,Base,Low,Petrol,Manual,Convertible,43958.019146350394
2.0,169869.05106015582,Mainstream,2.0,,3.0,Red,Luxury,Medium,Hybrid,Automatic,Truck,36480.02595664359
4.0,155546.23463521703,Budget,0.0,Complete,4.0,Black,Luxury,Low,Diesel,Manual,SUV,49376.92209444882
13.0,185715.42092318705,Budget,2.0,None,2.0,Other,Mid,Low,Petrol,Automatic,SUV,32760.440350068944
6.0,184250.28874421646,Premium,0.0,Partial,3.0,Blue,Luxury,Low,Hybrid,Manual,,24574.503392061673
7.0,216498.48618017568,Premium,1.0,Complete,2.0,White,Premium,Medium,Petrol,Manual,Sedan,57336.89051572973
3.0,230916.6046500719,Premium,0.0,Partial,,Red,Mid,Medium,Hybrid,Automatic,Convertible,70141.95279181362
4.0,194881.02412318208,Premium,,Complete,4.0,,Mid,,Diesel,Manual,Convertible,25177.87156589994
3.0,61911.736397413704,Budget,0.0,Partial,2.0,Silver,Premium,Medium,Diesel,Automatic,Convertible,57430.654565894314
1.0,118556.56368324866,,0.0,Complete,4.0,Other,Mid,Low,Diesel,Automatic,Convertible,36419.4632842263
19.0,162220.2339606928,Luxury,3.0,Complete,1.0,Red,Premium,Medium,Petrol,Automatic,SUV,26260.547863212705
13.0,137144.4908669618,Premium,1.0,Partial,2.0,White,Base,Low,Electric,Manual,SUV,50825.54534782542
14.0,43929.890546483046,Luxury,0.0,Partial,3.0,Other,Base,High,Petrol,Automatic,SUV,75334.91359279983
16.0,149371.8925028912,Luxury,0.0,Partial,2.0,Blue,Base,High,Diesel,Automatic,Coupe,30080.244062160058
4.0,222199.519111324,Mainstream,,Partial,1.0,Other,Premium,Low,Hybrid,Automatic,Convertible,61479.9062678385
17.0,107536.71969994892,Mainstream,0.0,None,1.0,Blue,Luxury,Medium,Electric,Manual,Coupe,27231.752350749306
10.0,168888.54198667384,Mainstream,1.0,None,3.0,Black,Luxury,Low,Petrol,Automatic,Truck,
7.0,155903.90013770285,Premium,2.0,Partial,4.0,,Mid,High,Petrol,Automatic,Truck,61518.823778356156
13.0,97375.56852935643,Budget,0.0,Complete,2.0,White,Base,High,Hybrid,Automatic,SUV,61953.72341513213
13.0,143491.44575107205,Luxury,0.0,Complete,4.0,Silver,Base,Low,Hybrid,Automatic,Truck,
14.0,56501.94830522095,Budget,0.0,Partial,4.0,Black,,High,Diesel,Automatic,SUV,13819.853029093912
6.0,138796.27838032093,Budget,1.0,None,3.0,Red,Base,Low,Petrol,Manual,Convertible,32940.6209504475
16.0,200713.2496701429,Premium,1.0,Partial,2.0,White,Base,High,Hybrid,Manual,Coupe,51572.536832697995
,190942.20354986025,Budget,1.0,Partial,,Black,Premium,Medium,Hybrid,Manual,SUV,48466.611378152855
16.0,92698.86470273255,Budget,0.0,Partial,3.0,White,Mid,Medium,Electric,Manual,Sedan,63108.747514678456
12.0,32460.877897094648,Mainstream,0.0,Partial,4.0,Other,Premium,Medium,Diesel,Automatic,Sedan,6612.037794432504
16.0,200985.92843476715,Mainstream,1.0,None,1.0,White,Base,Low,Diesel,Automatic,Convertible,57288.93999561966
5.0,69934.5769261581,Luxury,1.0,None,4.0,Black,Base,Low,Petrol,Automatic,Coupe,59804.74465992016
11.0,17995.722966956593,Luxury,0.0,Partial,,Black,Mid,Medium,Hybrid,Automatic,SUV,7704.7859282538075
1.0,114072.27525292069,,1.0,Partial,4.0,Red,Base,Medium,Diesel,Manual,Convertible,44478.54150685351
10.0,186170.27973890415,Premium,1.0,Complete,1.0,Black,Luxury,Medium,Petrol,Manual,Coupe,21864.438245659123
11.0,203080.86841985097,,1.0,Complete,2.0,Other,Premium,High,Diesel,Automatic,Sedan,64725.2991255924
15.0,245639.52655937383,Luxury,0.0,Complete,3.0,Red,Premium,Medium,Petrol,Automatic,SUV,6820.247676919091
3.0,51404.88258738026,Mainstream,0.0,Complete,4.0,White,Luxury,High,Hybrid,Automatic,Coupe,14254.639341789327
15.0,76979.73836283053,Premium,0.0,None,2.0,Black,Mid,Medium,Diesel,Automatic,Truck,11042.940389320194
11.0,154325.1721274768,Budget,1.0,Complete,2.0,Red,Mid,Low,Petrol,Manual,SUV,8021.763319771994
9.0,203779.20579342608,Luxury,3.0,Complete,3.0,Red,Base,Medium,Petrol,Automatic,Truck,49205.67205233756
2.0,62348.38020441063,Luxury,1.0,Partial,3.0,Silver,Mid,High,Hybrid,Automatic,Convertible,69878.11303723823
12.0,105429.040341571,Budget,2.0,Partial,1.0,Red,Luxury,Medium,Diesel,Manual,Coupe,42344.93059916941
